timestamp_utc,platform,total_discovered,included,excluded,skipped,excluded_domains,skipped_domains,run_id
2026-08-22T12:32:30Z,HackenProof,321,0,321,0,248,0,32571176178
2026-08-22T18:45:59Z,HackerOne,590,14,576,0,37704,0,32590503800
2026-08-22T18:48:37Z,Intigriti,216,1,215,0,952,0,32590503800
2026-08-22T18:50:09Z,YesWeHack,63,0,63,0,609,0,32590503800
2026-08-22T18:56:12Z,Bugcrowd,260,5,255,0,1033,0,32590503800
2026-08-22T18:58:41Z,HackenProof,321,0,321,0,248,0,32590503800
2026-08-25T15:03:21Z,HackerOne,0,0,0,0,0,0,local
2026-08-25T15:03:21Z,Intigriti,0,0,0,0,0,0,local
2026-08-25T18:57:54Z,HackerOne,592,15,577,0,38178,0,32884400119
2026-08-25T18:59:40Z,Intigriti,217,1,216,0,1001,0,32884400119
2026-08-25T19:00:58Z,YesWeHack,63,0,63,0,609,0,32884400119
2026-08-25T19:06:44Z,Bugcrowd,260,5,255,0,1033,0,32884400119
2026-08-25T19:09:26Z,HackenProof,321,0,321,0,247,0,32884400119
2026-08-27T10:51:07Z,Intigriti,217,1,216,0,996,0,33049949016
2026-08-27T14:17:28Z,Bugcrowd,265,4,218,43,1075,184,33049949016
2026-08-28T01:10:44Z,Intigriti,217,1,216,0,1002,0,33108229075
2026-08-28T01:26:03Z,YesWeHack,61,1,60,0,599,0,33108229075
2026-08-28T03:38:14Z,Bugcrowd,265,4,245,16,1209,50,33108229075
2026-08-28T12:39:20Z,Intigriti,217,1,212,4,936,0,33159604251
2026-08-28T12:42:23Z,YesWeHack,62,1,61,0,599,0,33159604251
2026-08-28T13:18:49Z,Bugcrowd,265,4,260,1,1258,1,33159604251
2026-08-28T16:34:30Z,HackenProof,321,1,318,2,242,2,33159604251
2026-08-28T20:15:05Z,HackerOne,591,20,562,9,37978,157,33195461571
2026-08-28T20:16:49Z,Intigriti,217,1,216,0,986,0,33195461571
2026-08-28T20:18:07Z,YesWeHack,62,1,61,0,599,0,33195461571
2026-08-28T20:24:45Z,Bugcrowd,265,4,261,0,1259,0,33195461571
2026-08-28T22:06:15Z,HackenProof,321,1,320,0,244,0,33195461571
2026-09-09T20:31:07Z,HackerOne,589,7,504,78,37176,1268,34393383478
2026-09-09T20:34:39Z,Intigriti,216,1,212,3,895,22,34393383478
